event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,argos:altitude,argos:best-level,argos:calcul-freq,argos:error-radius,argos:gdop,argos:iq,argos:lat1,argos:lat2,argos:lc,argos:lon1,argos:lon2,argos:nb-mes,argos:nb-mes-120,argos:nopc,argos:orientation,argos:pass-duration,argos:semi-major,argos:semi-minor,argos:sensor-1,argos:sensor-2,argos:sensor-3,argos:sensor-4,argos:valid-location-algorithm,argos:valid-location-manual,manually-marked-outlier,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
372402954,true,2014-05-27 00:23:47.000,-74.553,35.551,,0.0,-132.0,401.6776066,,,"00",35.551,44.939,"B",-74.553,-26.795,2,0,2,,43.0,,,217,127,18,56,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402955,true,2014-05-27 01:27:20.000,-74.58799999999997,35.527,,0.0,-125.0,401.6775894,,,"60",35.527,39.457,"2",-74.588,-56.087,4,0,2,,292.0,,,176,171,89,86,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402956,true,2014-05-27 08:31:12.000,-74.493,35.622,,0.0,-128.0,401.6775934,,,"00",35.622,29.572,"A",-74.493,-47.04,3,0,2,,96.0,,,52,128,73,110,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402957,true,2014-05-27 09:35:30.000,-74.51400000000001,35.633,,0.0,-127.0,401.6776066,,,"00",35.633,40.979,"B",-74.514,-46.699,2,0,2,,89.0,,,190,165,105,116,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402958,true,2014-05-27 11:15:31.000,-74.47800000000001,35.614,,0.0,-128.0,401.6776092,,,"00",35.614,31.779,"A",-74.478,-93.842,3,0,2,,101.0,,,191,15,89,114,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402959,true,2014-05-27 16:03:12.000,-74.55599999999998,35.635,,0.0,-124.0,401.6775866,,,"60",35.635,42.102,"0",-74.556,-107.707,5,0,2,,110.0,,,182,144,105,114,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402960,false,2014-05-27 18:45:04.000,-74.73500000000001,35.526,true,0.0,-130.0,401.6776015,,,"60",35.526,33.028,"0",-74.735,-87.006,5,0,2,,99.0,,,190,165,105,116,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402961,false,2014-05-27 19:54:16.000,-74.46299999999997,35.676,true,0.0,-127.0,401.6776066,,,"00",35.676,39.671,"B",-74.463,-55.08,2,0,2,,51.0,,,187,39,41,118,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402962,true,2014-05-27 23:08:05.000,-74.62700000000001,35.643,,0.0,-130.0,401.6776115,,,"50",35.643,26.752,"0",-74.627,-116.877,7,0,3,,196.0,,,221,144,9,116,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402963,false,2014-05-28 00:00:51.000,-74.493,35.72,true,0.0,-134.0,401.6775953,,,"00",35.72,46.84,"B",-74.493,-16.557,2,0,2,,34.0,,,179,68,25,115,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402964,false,2014-05-28 01:11:38.000,-74.572,35.702,true,0.0,-137.0,401.6775953,,,"00",35.702,45.254,"B",-74.572,-124.745,2,0,1,,52.0,,,210,113,41,125,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402965,true,2014-05-28 01:11:47.000,-74.57499999999999,35.704,,0.0,-127.0,401.6775953,,,"50",35.704,40.612,"2",-74.575,-50.557,7,0,1,,472.0,,,180,107,73,115,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402966,true,2014-05-28 01:41:48.000,-74.553,35.73,,0.0,-126.0,401.6775998,,,"08",35.73,37.321,"A",-74.553,-65.271,3,0,2,,637.0,,,190,101,217,116,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402967,false,2014-05-28 03:23:02.000,,,true,0.0,-125.0,401.6775953,,,"00",,,"Z",,,1,0,,,,,,254,7,41,117,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402968,false,2014-05-28 08:17:43.000,,,true,0.0,-133.0,401.6776068,,,"00",,,"Z",,,1,0,,,,,,181,171,217,118,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402969,false,2014-05-28 09:40:31.000,,,true,0.0,-137.0,401.6776068,,,"00",,,"Z",,,1,0,,,,,,181,171,217,118,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402970,true,2014-05-28 10:04:18.000,-74.423,35.834,,0.0,-126.0,401.6776068,,,"00",35.834,38.833,"B",-74.423,-88.97,2,0,2,,37.0,,,177,15,89,118,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402971,true,2014-05-28 10:47:25.000,-74.43799999999999,35.875,,0.0,-120.0,401.6776068,,,"58",35.875,34.909,"1",-74.438,-79.221,7,1,4,,326.0,,,211,249,89,120,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402972,true,2014-05-28 13:39:54.000,-74.483,35.898,,0.0,-132.0,401.6776239,,,"08",35.898,28.108,"A",-74.483,-37.005,3,0,2,,78.0,,,0,1,120,217,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402973,false,2014-05-28 13:58:40.000,-74.606,35.899,true,0.0,-125.0,401.6776337,,,"08",35.899,30.716,"A",-74.606,-50.04,3,0,2,,44.0,,,222,7,41,117,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402974,false,2014-05-28 14:55:33.000,,,true,0.0,-122.0,401.6776068,,,"00",,,"Z",,,2,0,,,21.0,,,222,151,153,116,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402975,true,2014-05-28 15:16:11.000,-74.57999999999998,35.843,,0.0,-126.0,401.6776092,,,"68",35.843,38.006,"0",-74.58,-84.835,5,0,2,,69.0,,,215,47,41,116,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402976,false,2014-05-28 15:35:50.000,,,true,0.0,-133.0,401.6776068,,,"00",,,"Z",,,1,0,,,,,,179,68,25,115,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402977,true,2014-05-28 18:34:24.000,-74.493,35.819,,0.0,-126.0,401.6776186,,,"68",35.819,34.276,"0",-74.493,-82.102,4,0,2,,69.0,,,187,39,41,118,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402978,true,2014-05-28 20:58:46.000,-74.565,35.77,,0.0,-129.0,401.6776106,,,"68",35.77,39.041,"0",-74.565,-57.779,5,0,2,,97.0,,,176,171,89,116,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402979,false,2014-05-28 21:22:27.000,-74.79200000000003,35.72,true,0.0,-130.0,401.6775863,,,"68",35.72,31.063,"0",-74.792,-96.985,4,0,2,,100.0,,,218,129,201,121,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402980,true,2014-05-28 23:01:45.000,-74.62799999999999,35.756,,0.0,-121.0,401.6776111,,,"00",35.756,33.249,"A",-74.628,-62.052,3,0,2,,52.0,,,218,208,153,120,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402981,false,2014-05-29 02:12:00.000,-74.57799999999997,35.7,true,0.0,-126.0,401.6776168,,,"60",35.7,34.72,"0",-74.578,-79.476,4,0,2,,125.0,,,179,167,89,121,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402982,true,2014-05-29 02:43:15.000,-74.69999999999999,35.719,,0.0,-124.0,401.6776125,,,"66",35.719,32.009,"0",-74.7,-91.981,4,0,1,,46.0,,,186,173,57,120,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402983,false,2014-05-29 03:00:34.000,-74.64499999999998,35.703,true,0.0,-121.0,401.6776003,,,"60",35.703,29.959,"1",-74.645,-102.406,5,0,2,,87.0,,,181,241,137,120,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402984,false,2014-05-29 10:19:57.000,-76.61000000000001,33.71,true,0.0,-132.0,401.6774663,,,"30",33.71,36.834,"Z",-76.61,-60.618,3,0,0,,35.0,,,179,166,121,120,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402985,true,2014-05-29 13:42:52.000,-74.906,35.456,,0.0,-129.0,401.6775572,,,"58",35.456,28.351,"0",-74.906,-39.892,4,0,2,,156.0,,,187,37,73,122,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402986,false,2014-05-29 16:44:40.000,-74.72000000000003,35.397,true,0.0,-137.0,401.677633,,,"50",35.397,44.568,"0",-74.72,-28.092,7,0,2,,209.0,,,57,23,144,114,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402987,false,2014-05-29 19:30:28.000,-75.25999999999999,35.293,true,0.0,-134.0,401.677686,,,"50",35.293,41.853,"0",-75.26,-42.904,4,0,2,,89.0,,,218,129,201,121,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402988,true,2014-05-29 22:30:28.000,-74.757,35.411,,0.0,-128.0,401.677593,,,"60",35.411,29.851,"1",-74.757,-47.173,7,0,3,,148.0,,,211,249,89,120,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402989,false,2014-05-30 01:02:41.000,,,true,0.0,-128.0,401.677593,,,"00",,,"Z",,,1,0,,,,,,177,225,60,108,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402990,false,2014-05-30 01:52:11.000,-74.90699999999998,35.361,true,0.0,-124.0,401.677593,,,"00",35.361,36.481,"B",-74.907,-69.307,2,0,2,,143.0,,,179,167,89,121,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402991,true,2014-05-30 08:30:34.000,-74.69799999999998,35.461,,0.0,-128.0,401.677603,,,"58",35.461,43.247,"0",-74.698,-111.919,7,0,2,,207.0,,,182,107,233,122,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402992,true,2014-05-30 10:35:14.000,-74.697,35.431,,0.0,-120.0,401.6776092,,,"50",35.431,36.079,"0",-74.697,-77.827,8,1,2,,201.0,,,216,232,185,124,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402993,false,2014-05-30 11:27:14.000,-74.399,35.42,true,0.0,-126.0,401.6775577,,,"50",35.42,30.937,"0",-74.399,-96.224,4,0,2,,148.0,,,210,21,105,121,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402994,false,2014-05-30 13:16:46.000,-74.656,35.454,true,0.0,-134.0,401.6776144,,,"00",35.454,25.948,"A",-74.656,-30.559,3,0,2,,165.0,,,184,89,121,124,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402995,false,2014-05-30 14:47:26.000,,,true,0.0,-134.0,401.677593,,,"00",,,"Z",,,2,0,,,22.0,,,186,173,53,120,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402996,false,2014-05-30 16:40:12.000,-74.798,35.385,true,0.0,-126.0,401.67759,,,"50",35.385,45.302,"0",-74.798,-125.848,5,0,2,,98.0,,,186,7,73,126,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402997,false,2014-05-30 20:00:48.000,-74.51400000000001,35.532,true,0.0,-137.0,401.6775407,,,"60",35.532,25.792,"0",-74.514,-118.687,4,0,2,,136.0,,,223,112,41,124,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402998,false,2014-05-30 21:48:47.000,,,true,0.0,-136.0,401.677593,,,"00",,,"Z",,,1,0,,,,,,218,208,153,120,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402999,false,2014-05-30 23:34:33.000,,,true,0.0,-137.0,401.677593,,,"00",,,"Z",,,1,0,,,,,,218,152,40,124,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372403000,true,2014-05-30 23:36:07.000,-74.67000000000002,35.405,,0.0,-122.0,401.6776139,,,"60",35.405,36.47,"1",-74.67,-79.92,7,0,2,,188.0,,,223,232,201,124,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372403001,false,2014-05-31 02:19:51.000,-74.40800000000002,35.419,true,0.0,-130.0,401.677593,,,"00",35.419,33.468,"B",-74.408,-81.405,2,0,2,,67.0,,,216,102,249,75,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372403002,true,2014-05-31 02:21:08.000,-74.69299999999998,35.445,,0.0,-114.0,401.6775912,,,"50",35.445,33.848,"1",-74.693,-82.353,7,4,2,,220.0,,,184,89,121,124,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372403003,true,2014-05-31 06:37:25.000,-74.58600000000001,35.422,,0.0,-129.0,401.677577,,,"60",35.422,32.118,"0",-74.586,-58.921,5,0,2,,115.0,,,181,206,121,124,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372403004,true,2014-05-31 08:22:17.000,-74.70100000000002,35.38,,0.0,-133.0,401.6775853,,,"00",35.38,41.654,"A",-74.701,-106.113,3,0,2,,587.0,,,181,206,121,124,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372403005,false,2014-05-31 09:29:09.000,-74.61900000000003,35.367,true,0.0,-124.0,401.6775927,,,"58",35.367,35.016,"0",-74.619,-72.95,8,0,2,,145.0,,,184,89,121,124,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372403006,false,2014-05-31 10:16:19.000,-74.892,35.448,true,0.0,-134.0,401.677606,,,"00",35.448,33.732,"B",-74.892,-65.335,2,0,2,,42.0,,,176,96,57,123,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372403007,true,2014-05-31 11:51:32.000,-74.745,35.418,,0.0,-131.0,401.677606,,,"58",35.418,43.149,"0",-74.745,-113.689,8,0,3,,147.0,,,184,89,121,124,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372403008,false,2014-05-31 13:50:34.000,,,true,0.0,-137.0,401.677606,,,"00",,,"Z",,,1,0,,,,,,215,140,216,125,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372403009,true,2014-05-31 18:06:40.000,-74.76800000000003,35.439,,0.0,-123.0,401.6775728,,,"58",35.439,37.348,"0",-74.768,-65.726,4,0,2,,127.0,,,223,112,41,124,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372403010,true,2014-05-31 20:54:05.000,-74.59100000000001,35.522,,0.0,-122.0,401.6775839,,,"58",35.522,34.222,"0",-74.591,-80.619,5,0,2,,142.0,,,182,235,233,123,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405753,false,2014-06-01 00:17:34.000,-74.21199999999999,36.435,true,0.0,-128.0,401.6772981,,,"30",45.753,36.435,"Z",-25.548,-74.212,3,0,0,,35.0,,,179,78,105,125,"2",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405754,false,2014-06-01 00:25:35.000,,,true,0.0,-137.0,401.677606,,,"00",,,"Z",,,1,0,,,,,,208,213,169,125,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405755,true,2014-06-01 00:43:54.000,-74.50099999999998,35.563,,0.0,-131.0,401.6776559,,,"00",35.563,43.247,"A",-74.501,-112.724,3,0,2,,124.0,,,179,61,254,230,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405757,false,2014-06-01 02:01:47.000,,,true,0.0,-121.0,401.677606,,,"00",,,"Z",,,3,0,,,143.0,,,176,30,169,125,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405756,false,2014-06-01 02:01:50.000,-73.67200000000003,35.704,true,0.0,-125.0,401.677606,,,"00",35.316,35.704,"B",-75.541,-73.672,2,0,2,,143.0,,,183,166,217,126,"2",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405758,false,2014-06-01 02:55:27.000,,,true,0.0,-136.0,401.677606,,,"00",,,"Z",,,1,0,,,,,,223,203,67,203,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405759,false,2014-06-01 03:41:48.000,,,true,0.0,-134.0,401.677606,,,"00",,,"Z",,,1,0,,,,,,208,213,185,125,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405760,true,2014-06-01 03:45:47.000,-74.62,35.592,,0.0,-131.0,401.6775609,,,"00",35.592,25.214,"A",-74.62,-122.249,3,0,2,,70.0,,,191,164,89,124,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405761,false,2014-06-01 08:08:52.000,-74.66899999999998,35.575,true,0.0,-126.0,401.6776019,,,"50",35.575,41.079,"0",-74.669,-100.974,4,0,3,,375.0,,,188,94,169,124,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405762,false,2014-06-01 10:59:50.000,-74.779,35.565,true,0.0,-136.0,401.6776019,,,"00",35.565,43.783,"B",-74.779,-115.029,2,0,2,,121.0,,,209,81,9,130,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405763,false,2014-06-01 11:59:51.000,-74.74200000000002,35.653,true,0.0,-130.0,401.6775695,,,"08",35.653,27.729,"A",-74.742,-114.069,3,0,2,,53.0,,,59,198,9,122,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405764,false,2014-06-01 15:54:12.000,-73.65699999999998,35.002,true,0.0,-128.0,401.6777654,,,"07",35.002,41.944,"A",-73.657,-107.626,3,0,2,,55.0,,,216,102,249,125,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405765,false,2014-06-01 19:31:37.000,-74.517,35.549,true,0.0,-128.0,401.67763,,,"58",35.549,28.45,"0",-74.517,-108.733,4,0,2,,197.0,,,215,140,217,125,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405766,false,2014-06-01 20:37:49.000,-74.38499999999999,35.649,true,0.0,-133.0,401.6776084,,,"00",35.649,35.356,"B",-74.385,-75.848,2,0,2,,19.0,,,191,164,89,124,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405767,true,2014-06-01 21:03:14.000,-74.63599999999997,35.586,,0.0,-122.0,401.6776084,,,"50",35.586,38.868,"1",-74.636,-58.132,7,0,3,,214.0,,,215,206,249,124,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405768,true,2014-06-02 00:10:36.000,-74.60000000000002,35.626,,0.0,-136.0,401.6775828,,,"00",35.626,46.355,"B",-74.6,-20.41,2,0,2,,36.0,,,222,111,89,131,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405769,false,2014-06-02 00:11:54.000,-74.56200000000001,35.587,true,0.0,-125.0,401.677626,,,"68",35.587,40.251,"0",-74.562,-97.72,4,0,2,,119.0,,,176,18,169,130,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405770,false,2014-06-02 01:32:35.000,,,true,0.0,-134.0,401.6776084,,,"00",,,"Z",,,1,0,,,,,,177,174,121,126,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405771,false,2014-06-02 01:51:03.000,,,true,0.0,-128.0,401.6775828,,,"00",,,"Z",,,1,0,,,,,,59,198,9,122,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405772,false,2014-06-02 02:29:32.000,,,true,0.0,-134.0,401.6776084,,,"00",,,"Z",,,1,0,,,,,,189,34,169,130,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405773,true,2014-06-02 03:31:12.000,-74.74200000000002,35.586,,0.0,-131.0,401.6775828,,,"50",35.586,26.802,"0",-74.742,-116.403,6,0,0,,214.0,,,210,34,169,130,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405774,true,2014-06-02 09:04:23.000,-74.71699999999998,35.56,,0.0,-125.0,401.6776039,,,"58",35.56,32.787,"1",-74.717,-61.959,5,0,2,,122.0,,,189,34,169,130,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405775,false,2014-06-02 09:25:20.000,-74.65100000000001,35.528,true,0.0,-133.0,401.6776015,,,"58",35.528,29.029,"0",-74.651,-42.608,4,0,2,,148.0,,,213,43,105,130,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405776,true,2014-06-02 11:02:30.000,-74.74799999999999,35.54,,0.0,-122.0,401.6776061,,,"58",35.54,38.637,"1",-74.748,-90.057,6,0,3,,105.0,,,221,207,137,131,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405777,true,2014-06-02 13:58:23.000,-74.74700000000001,35.505,,0.0,-123.0,401.6775949,,,"68",35.505,30.066,"1",-74.747,-48.174,4,0,3,,99.0,,,185,211,57,132,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405778,false,2014-06-02 14:19:53.000,,,true,0.0,-136.0,401.6775865,,,"00",,,"Z",,,1,0,,,,,,177,12,9,131,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405779,false,2014-06-02 14:57:56.000,,,true,0.0,-134.0,401.6775835,,,"00",,,"Z",,,1,0,,,,,,187,87,43,130,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405780,false,2014-06-02 14:57:56.000,,,true,0.0,-134.0,401.6776061,,,"00",,,"Z",,,1,0,,,,,,187,87,43,130,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405781,true,2014-06-02 15:55:29.000,-74.81200000000001,35.501,,0.0,-125.0,401.6775865,,,"68",35.501,41.409,"1",-74.812,-103.148,6,0,4,,139.0,,,180,15,9,126,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405782,false,2014-06-02 20:34:22.000,-76.445,34.234,true,0.0,-134.0,401.677544,,,"30",34.234,35.979,"Z",-76.445,-65.812,5,0,0,,76.0,,,187,41,25,253,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405783,false,2014-06-02 20:35:01.000,,,true,0.0,-137.0,401.6775865,,,"00",,,"Z",,,1,0,,,,,,187,9,185,,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405784,true,2014-06-02 22:12:28.000,-74.80399999999997,35.467,,0.0,-134.0,401.6776075,,,"58",35.467,26.017,"0",-74.804,-117.183,4,0,2,,166.0,,,59,23,57,,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405785,false,2014-06-02 22:15:05.000,,,true,0.0,-131.0,401.6775865,,,"00",,,"Z",,,1,0,,,,,,178,46,201,127,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372405786,false,2014-06-02 23:41:12.000,-74.832,35.522,true,0.0,-123.0,401.6776404,,,"00",35.522,37.078,"B",-74.832,-81.766,4,0,2,,48.0,,,59,198,9,122,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
