event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,argos:altitude,argos:best-level,argos:calcul-freq,argos:error-radius,argos:gdop,argos:iq,argos:lat1,argos:lat2,argos:lc,argos:lon1,argos:lon2,argos:nb-mes,argos:nb-mes-120,argos:nopc,argos:orientation,argos:pass-duration,argos:semi-major,argos:semi-minor,argos:sensor-1,argos:sensor-2,argos:sensor-3,argos:sensor-4,argos:valid-location-algorithm,argos:valid-location-manual,manually-marked-outlier,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
372402863,false,2014-05-20 09:47:19.000,-74.88,35.826,true,0.0,-133.0,401.6776351,,,"00",35.826,31.261,"B",-74.88,-51.541,2,0,2,,19.0,,,188,39,233,102,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402864,false,2014-05-20 09:49:27.000,-74.68299999999999,35.668,true,0.0,-122.0,401.6776487,,,"50",35.668,37.844,"1",-74.683,-84.819,8,0,2,,237.0,,,219,174,153,101,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402865,false,2014-05-20 11:30:17.000,,,true,0.0,-137.0,401.6776351,,,"00",,,"Z",,,1,0,,,,,,52,47,249,98,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402866,false,2014-05-20 15:14:39.000,-74.69900000000001,35.69,true,0.0,-120.0,401.6776478,,,"50",35.69,37.681,"0",-74.699,-84.142,5,3,2,,104.0,,,191,120,25,104,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402867,false,2014-05-20 18:21:55.000,,,true,0.0,-125.0,401.6776351,,,"00",,,"Z",,,4,0,,,86.0,,,186,160,217,100,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402868,true,2014-05-20 22:37:58.000,-74.79200000000003,35.62,,0.0,-126.0,401.6776413,,,"00",35.62,29.768,"A",-74.792,-103.654,3,0,2,,35.0,,,52,47,249,98,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402869,false,2014-05-20 23:54:55.000,-74.44999999999999,35.589,true,0.0,-123.0,401.6776007,,,"50",35.589,37.988,"0",-74.45,-86.753,4,0,2,,104.0,,,214,112,153,105,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402870,false,2014-05-21 00:44:20.000,-74.69600000000003,35.662,true,0.0,-124.0,401.6775935,,,"00",35.662,42.786,"A",-74.696,-38.026,3,0,2,,123.0,,,183,105,153,102,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402871,false,2014-05-21 01:03:44.000,,,true,0.0,-136.0,401.6776351,,,"00",,,"Z",,,1,0,,,,,,52,47,253,98,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402872,true,2014-05-21 02:24:49.000,-74.84500000000003,35.569,,0.0,-113.0,401.6775914,,,"60",35.569,33.377,"0",-74.845,-85.702,4,4,2,,55.0,,,180,155,152,99,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402873,false,2014-05-21 02:35:22.000,,,true,0.0,-127.0,401.6776351,,,"00",,,"Z",,,1,0,,,,,,188,39,233,102,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402874,true,2014-05-21 06:51:55.000,-74.70100000000002,35.599,,0.0,-119.0,401.6776289,,,"50",35.599,33.208,"0",-74.701,-63.115,5,2,2,,135.0,,,52,47,249,98,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402875,true,2014-05-21 07:58:27.000,-74.757,35.672,,0.0,-130.0,401.6776326,,,"58",35.672,26.111,"0",-74.757,-31.507,6,0,3,,204.0,,,214,112,153,105,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402876,false,2014-05-21 09:23:38.000,-74.00299999999999,35.753,true,0.0,-135.0,401.6775413,,,"36",35.753,41.98,"Z",-74.003,-41.349,4,0,0,,66.0,,,186,228,169,103,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402877,true,2014-05-21 09:40:41.000,-74.79399999999998,35.679,,0.0,-121.0,401.6776251,,,"58",35.679,36.6,"1",-74.794,-79.136,8,0,4,,265.0,,,183,5,145,99,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402878,false,2014-05-21 10:59:30.000,-74.72500000000002,35.636,true,0.0,-123.0,401.6776284,,,"68",35.636,38.312,"1",-74.725,-88.184,5,0,2,,143.0,,,186,190,217,104,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402879,false,2014-05-21 11:01:20.000,,,true,0.0,-136.0,401.6776367,,,"00",,,"Z",,,1,0,,,,,,52,47,249,98,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402880,true,2014-05-21 11:20:15.000,-74.79700000000003,35.676,,0.0,-136.0,401.6776367,,,"00",35.676,46.241,"B",-74.797,-127.235,2,0,2,,19.0,,,220,146,41,104,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402881,true,2014-05-21 13:23:56.000,-74.769,35.527,,0.0,-130.0,401.6776038,,,"68",35.527,26.211,"0",-74.769,-30.367,4,0,2,,102.0,,,159,120,25,104,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402882,false,2014-05-21 13:58:07.000,-74.957,35.635,true,0.0,-133.0,401.6776826,,,"68",35.635,30.024,"0",-74.957,-48.381,4,0,2,,69.0,,,62,44,15,136,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402883,false,2014-05-21 14:59:49.000,-74.531,35.506,true,0.0,-124.0,401.677634,,,"58",35.506,36.382,"0",-74.531,-78.679,6,0,2,,314.0,,,191,197,249,104,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402884,true,2014-05-21 16:27:32.000,-74.78499999999997,35.469,,0.0,-126.0,401.6775846,,,"68",35.469,44.055,"0",-74.785,-119.285,4,0,2,,129.0,,,218,142,105,105,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402885,false,2014-05-21 19:58:57.000,,,true,0.0,-137.0,401.6776367,,,"00",,,"Z",,,1,0,,,,,,187,192,41,106,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402886,false,2014-05-21 21:00:16.000,-74.84100000000001,35.379,true,0.0,-129.0,401.6776135,,,"00",35.379,32.888,"B",-74.841,-87.502,2,0,2,,42.0,,,52,47,249,98,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402887,false,2014-05-21 21:42:23.000,,,true,0.0,-137.0,401.6776367,,,"00",,,"Z",,,1,0,,,,,,21,231,158,237,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402888,true,2014-05-22 00:44:10.000,-74.71800000000002,35.518,,0.0,-131.0,401.6776409,,,"00",35.518,42.936,"A",-74.718,-37.455,3,0,2,,104.0,,,179,180,113,157,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402889,false,2014-05-22 01:04:15.000,,,true,0.0,-137.0,401.6776135,,,"00",,,"Z",,,1,0,,,,,,189,55,233,105,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402890,true,2014-05-22 01:19:08.000,-74.75400000000002,35.55,,0.0,-132.0,401.6776137,,,"60",35.55,39.884,"2",-74.754,-53.043,5,0,3,,351.0,,,217,48,233,39,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402891,true,2014-05-22 02:25:36.000,-74.67899999999997,35.542,,0.0,-131.0,401.6776183,,,"58",35.542,33.071,"0",-74.679,-85.82,7,0,3,,470.0,,,51,209,49,185,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402892,true,2014-05-22 07:47:43.000,-74.62900000000002,35.558,,0.0,-134.0,401.6776194,,,"66",35.558,24.902,"1",-74.629,-26.093,5,0,3,,349.0,,,210,66,217,104,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402893,false,2014-05-22 08:54:39.000,-74.67700000000002,35.495,true,0.0,-136.0,401.6776096,,,"08",35.495,26.093,"A",-74.677,-28.882,3,0,2,,88.0,,,52,47,249,96,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402894,true,2014-05-22 08:56:09.000,-74.62700000000001,35.567,,0.0,-134.0,401.6776277,,,"58",35.567,45.0,"0",-74.627,-25.815,6,0,4,,269.0,,,56,231,201,246,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402895,false,2014-05-22 09:23:30.000,,,true,0.0,-131.0,401.6776194,,,"00",,,"Z",,,2,0,,,65.0,,,179,187,41,107,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402896,false,2014-05-22 10:32:00.000,,,true,0.0,-122.0,401.6776194,,,"00",,,"Z",,,8,0,,,227.0,,,223,167,233,104,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402897,false,2014-05-22 10:32:00.000,,,true,0.0,-121.0,401.6776194,,,"00",,,"Z",,,9,0,,,205.0,,,223,167,233,104,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402898,false,2014-05-22 16:02:19.000,,,true,0.0,-132.0,401.6776194,,,"00",,,"Z",,,1,0,,,,,,217,139,9,108,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402899,false,2014-05-22 19:16:29.000,,,true,0.0,-136.0,401.6776194,,,"00",,,"Z",,,1,0,,,,,,186,190,217,104,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402900,true,2014-05-22 20:09:12.000,-74.69799999999998,35.637,,0.0,-131.0,401.6776241,,,"00",35.637,43.88,"B",-74.698,-32.699,2,0,2,,32.0,,,186,228,169,103,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402901,true,2014-05-22 20:53:54.000,-74.77499999999998,35.648,,0.0,-120.0,401.6776241,,,"50",35.648,34.138,"2",-74.775,-81.782,10,3,3,,184.0,,,183,120,121,106,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402902,false,2014-05-22 22:45:20.000,-74.81799999999998,35.683,true,0.0,-130.0,401.6776428,,,"68",35.683,32.07,"0",-74.818,-56.851,6,0,2,,93.0,,,223,167,233,104,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402903,false,2014-05-23 01:43:26.000,-74.721,35.615,true,0.0,-118.0,401.6776296,,,"58",35.615,37.34,"1",-74.721,-66.085,6,3,2,,125.0,,,179,187,41,107,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402904,false,2014-05-23 02:19:31.000,-75.53399999999999,35.84,true,0.0,-131.0,401.677613,,,"00",35.84,34.141,"B",-75.534,-80.399,2,0,2,,16.0,,,208,228,105,109,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402905,true,2014-05-23 03:25:41.000,-74.81200000000001,35.606,,0.0,-125.0,401.677613,,,"58",35.606,27.367,"1",-74.812,-113.78,9,0,4,,343.0,,,179,1,249,107,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402906,true,2014-05-23 03:53:11.000,-74.80700000000002,35.583,,0.0,-134.0,401.677613,,,"00",35.583,24.599,"B",-74.807,-127.447,2,0,1,,68.0,,,177,226,249,43,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402907,false,2014-05-23 06:32:30.000,-73.65999999999997,35.039,true,0.0,-132.0,401.6777591,,,"30",35.039,30.94,"Z",-73.66,-53.765,3,0,0,,43.0,,,188,47,249,108,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402908,false,2014-05-23 08:09:03.000,-74.74200000000002,35.494,true,0.0,-132.0,401.6776186,,,"56",35.494,40.442,"0",-74.742,-100.0,5,0,2,,652.0,,,176,240,9,110,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402909,false,2014-05-23 09:12:42.000,-77.02999999999997,37.461,true,0.0,-131.0,401.677595,,,"30",38.129,37.461,"Z",-80.453,-77.03,3,0,0,,53.0,,,217,139,9,108,"2",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402910,true,2014-05-23 11:02:46.000,-74.86199999999997,35.512,,0.0,-137.0,401.6776262,,,"00",35.512,43.788,"B",-74.862,-115.891,2,0,2,,48.0,,,215,92,9,109,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402911,false,2014-05-23 11:46:52.000,,,true,0.0,-135.0,401.6776262,,,"00",,,"Z",,,1,0,,,,,,221,63,169,108,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402912,true,2014-05-23 11:48:09.000,-74.78700000000003,35.522,,0.0,-129.0,401.6776183,,,"68",35.522,43.005,"1",-74.787,-112.29,6,0,4,,154.0,,,179,64,201,107,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402913,false,2014-05-23 14:41:46.000,-74.84800000000001,35.492,true,0.0,-127.0,401.6776075,,,"58",35.492,33.749,"0",-74.848,-66.434,5,0,2,,283.0,,,185,126,137,107,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402914,false,2014-05-23 15:50:34.000,-74.851,35.384,true,0.0,-135.0,401.6776183,,,"00",35.384,39.813,"B",-74.851,-98.703,2,0,2,,17.0,,,185,148,233,105,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402915,true,2014-05-23 19:35:40.000,-74.803,35.514,,0.0,-132.0,401.6776094,,,"58",35.514,28.366,"0",-74.803,-107.587,5,0,2,,80.0,,,221,151,202,177,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402916,true,2014-05-23 21:27:23.000,-74.803,35.48,,0.0,-122.0,401.677611,,,"58",35.48,36.814,"1",-74.803,-68.368,8,0,4,,197.0,,,188,170,137,110,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402917,true,2014-05-23 23:06:19.000,-74.84500000000003,35.411,,0.0,-132.0,401.6776439,,,"68",35.411,26.79,"0",-74.845,-115.915,5,0,3,,110.0,,,222,198,9,108,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402918,true,2014-05-24 01:21:04.000,-74.83699999999999,35.433,,0.0,-125.0,401.6776117,,,"58",35.433,39.168,"0",-74.837,-55.947,7,0,2,,231.0,,,182,253,41,111,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402919,true,2014-05-24 02:18:11.000,-74.81799999999998,35.456,,0.0,-122.0,401.6776144,,,"68",35.456,34.241,"2",-74.818,-80.799,5,0,2,,129.0,,,0,1,112,36,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402920,false,2014-05-24 09:48:10.000,,,true,0.0,-134.0,401.6776146,,,"00",,,"Z",,,1,0,,,,,,192,123,138,5,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402921,false,2014-05-24 14:22:28.000,-75.14600000000002,35.42,true,0.0,-128.0,401.6776609,,,"50",35.42,32.334,"0",-75.146,-60.574,6,0,2,,114.0,,,215,125,121,108,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402922,true,2014-05-24 14:43:17.000,-74.79500000000002,35.467,,0.0,-131.0,401.6776146,,,"00",35.467,33.896,"B",-74.795,-65.91,2,0,2,,56.0,,,210,251,169,112,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402923,false,2014-05-24 20:33:15.000,-74.918,35.38,true,0.0,-124.0,401.6776009,,,"30",35.38,36.361,"Z",-74.918,-70.266,7,0,0,,149.0,,,210,210,105,113,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402924,false,2014-05-24 23:30:05.000,,,true,0.0,-120.0,401.6776146,,,"00",,,"Z",,,8,1,,,253.0,,,210,210,105,113,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402925,false,2014-05-25 00:59:24.000,-73.53199999999998,35.526,true,0.0,-128.0,401.6775209,,,"30",40.659,35.526,"Z",-47.298,-73.532,3,0,0,,62.0,,,186,15,153,109,"2",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402926,true,2014-05-25 01:49:10.000,-74.67200000000003,35.464,,0.0,-122.0,401.6775943,,,"50",35.464,36.88,"2",-74.672,-67.872,6,0,1,,157.0,,,180,235,217,110,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402927,false,2014-05-25 03:27:35.000,-74.88900000000001,35.461,true,0.0,-136.0,401.6775943,,,"00",35.461,26.924,"B",-74.889,-115.563,2,0,2,,35.0,,,189,191,217,110,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402928,false,2014-05-25 06:08:22.000,-74.99400000000003,35.359,true,0.0,-132.0,401.6774743,,,"06",35.359,28.506,"A",-74.994,-41.95,3,0,2,,50.0,,,210,251,169,112,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402929,true,2014-05-25 07:50:36.000,-74.5,35.5,,0.0,-130.0,401.6775936,,,"08",35.5,38.689,"A",-74.5,-90.286,3,0,2,,112.0,,,182,82,201,112,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402930,false,2014-05-25 10:32:00.000,-74.632,35.644,true,0.0,-131.0,401.6776171,,,"68",35.644,42.279,"0",-74.632,-105.89,4,0,2,,87.0,,,0,1,114,168,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402931,false,2014-05-25 10:56:47.000,-75.38900000000001,35.989,true,0.0,-127.0,401.677518,,,"38",35.989,38.599,"Z",-75.389,-88.144,3,0,0,,35.0,,,180,235,217,110,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402932,false,2014-05-25 14:14:36.000,,,true,0.0,,401.65,,,"00",,,"Z",,,1,,,,,,,246,253,57,111,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402933,true,2014-05-25 14:15:59.000,-74.60699999999997,35.549,,0.0,-129.0,401.6775996,,,"60",35.549,31.434,"1",-74.607,-54.786,7,0,2,,240.0,,,186,66,201,110,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402934,false,2014-05-25 14:57:13.000,,,true,0.0,-132.0,401.6775943,,,"00",,,"Z",,,3,0,,,38.0,,,191,15,89,114,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402935,false,2014-05-25 19:16:32.000,-75.101,35.826,true,0.0,-135.0,401.6776453,,,"30",35.826,31.293,"Z",-75.101,-96.775,4,0,0,,78.0,,,0,3,115,,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402936,false,2014-05-25 20:42:46.000,,,true,0.0,-137.0,401.6776475,,,"00",,,"Z",,,1,0,,,,,,189,2,72,83,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402937,true,2014-05-25 21:58:44.000,-74.59899999999999,35.481,,0.0,-130.0,401.6776475,,,"50",35.481,27.234,"0",-74.599,-113.381,6,0,2,,181.0,,,191,15,89,114,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402938,true,2014-05-25 22:56:03.000,-74.656,35.53,,0.0,-125.0,401.6775762,,,"55",35.53,32.486,"0",-74.656,-59.432,4,0,2,,48.0,,,182,82,201,112,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402939,true,2014-05-26 00:32:16.000,-74.64699999999999,35.606,,0.0,-131.0,401.6776251,,,"58",35.606,42.145,"0",-74.647,-107.128,4,0,2,,49.0,,,209,205,89,113,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402940,false,2014-05-26 02:22:01.000,-74.70600000000002,35.559,true,0.0,-116.0,401.6776066,,,"58",35.559,33.592,"0",-74.706,-84.295,9,4,3,,503.0,,,184,27,233,115,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402941,true,2014-05-26 03:20:18.000,-74.66500000000002,35.637,,0.0,-130.0,401.6775952,,,"57",35.637,27.952,"0",-74.665,-109.639,6,0,2,,259.0,,,59,162,169,106,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402942,false,2014-05-26 07:30:30.000,-73.98399999999998,34.972,true,0.0,-131.0,401.6776511,,,"30",34.972,37.362,"Z",-73.984,-86.433,5,0,0,,116.0,,,209,26,153,113,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402943,true,2014-05-26 10:04:56.000,-74.73599999999999,35.521,,0.0,-130.0,401.6776294,,,"58",35.521,38.048,"0",-74.736,-61.252,7,0,2,,121.0,,,182,144,105,114,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402944,false,2014-05-26 10:29:14.000,,,true,0.0,-134.0,401.6776066,,,"00",,,"Z",,,2,0,,,71.0,,,208,24,155,23,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402945,false,2014-05-26 10:30:56.000,,,true,0.0,-137.0,401.6776066,,,"00",,,"Z",,,1,0,,,,,,193,26,153,113,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402946,true,2014-05-26 11:46:52.000,-74.56799999999998,35.515,,0.0,-129.0,401.6776639,,,"68",35.515,28.736,"0",-74.568,-108.65,4,0,2,,71.0,,,52,128,73,110,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402947,true,2014-05-26 13:04:02.000,-74.55700000000002,35.53,,0.0,-134.0,401.6776066,,,"00",35.53,24.84,"B",-74.557,-22.045,2,0,2,,17.0,,,215,47,41,116,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402949,false,2014-05-26 15:40:06.000,-74.70600000000002,35.577,true,0.0,-127.0,401.6776276,,,"50",35.577,40.235,"0",-74.706,-96.774,8,0,2,,126.0,,,190,165,105,116,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402948,false,2014-05-26 15:40:33.000,,,true,0.0,,401.65,,,"00",,,"Z",,,7,,,,109.0,,,218,134,25,244,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402950,false,2014-05-26 18:55:47.000,-74.423,35.584,true,0.0,-131.0,401.6776424,,,"60",35.584,31.872,"0",-74.423,-92.621,6,0,2,,100.0,,,178,191,105,112,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402951,false,2014-05-26 21:50:50.000,-74.64699999999999,35.525,true,0.0,-131.0,401.6776066,,,"00",35.525,28.182,"B",-74.647,-108.292,2,0,2,,21.0,,,217,46,105,112,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402952,false,2014-05-26 21:51:03.000,-74.44799999999998,35.515,true,0.0,-121.0,401.6776616,,,"00",35.515,34.175,"A",-74.448,-81.077,3,0,2,,46.0,,,186,72,9,112,"1",,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
372402953,false,2014-05-26 23:59:41.000,,,true,0.0,-134.0,401.6776066,,,"00",,,"Z",,,1,0,,,,,,215,47,41,116,,,,"argos-doppler-shift","Ziphius cavirostris","102465","ZcTag029","Cuvier's beaked whale CRC NW Atlantic"
